tweet_id,airline_sentiment,text
567919391515348992,0,@united Where are my bags!!!  They weren't in LAX like your promised.  9 out of 10 things today were a mess today because of you.
567869009661665280,2,"@united be  ""Chicago's hometown airline"" care about your neighbors #SaveTheDiagonals #FlyQuiet #ORDNoise"
567790926857531393,2,@united thank you! 😊
569899102198206464,0,@USAirways : Premier provider of missed connections! #usairwaysfail
569369331173363712,0,"@united Been sitting on flight 435 for an hour after landing in Newark. First no gate, then no jetway operator. Seriously!?"
569911218942517248,1,@VirginAmerica why is flight 345 redirected?
569701192449654784,0,@USAirways Instructions say to CALL. I'm just doing what it said to do.
569565776010567680,0,@united cannot direct message you you do not follow us. I want my luggage.  Please hep
569980771424976896,0,@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day.
568295728272900096,0,@united yes when I got to the gate I specifically asked if there where any other seats.  Very discouraging to walk past the crew. 37d
569698217614544897,0,@AmericanAir at some point u need to tell passengers what is going on. At Jfk waiting to get on flight it is a mess.
568446906524950528,0,@united 3/10 disappointed in the service. Will be missing my connection after over an hour delay + cramped seats. At least their app is good
569941050002972672,0,@USAirways So you understand why I'm resorting to Twitter: No help available at  gate while this occurred or by phone afterward.
570175858469515264,0,"@AmericanAir when you strand someone in a city without luggage you would think AA would want to earn your business, but guess not?"
569745528382038016,0,@AmericanAir  Did you guys just give up helping people? Your phone tree just hangs up on me and I have a flight tomorrow. Connection pending
567862814578061312,2,@usairways Thanks to Kevin and team at F38ish at PHL for some great service recovery tonight. Appreciate it.
570115366023770112,0,@united Thanks for the lack of help and the canned response from the 1K desk!
568969519252680706,0,@SouthwestAir I have a voucher w swa that expires 4/10. An extension would be a lot of luv
567840815331991552,0,@USAirways My Flight Booking Problems C68LD9 just times out when I select it under Manage My Flight Booking Problems for months now. I have emailed but no response. Help?
567858957546561536,0,@USAirways sits on a throne of lies
567856598762156032,1,@united reinstating the kosher meals that were dropped shortly after the merger?
567826899776446464,1,@SouthwestAir think flight 1945 from BNA to LAX will get off the ground tomorrow??? #please #snowbama
570157210183069696,0,"@usairways My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today, I'm supposed to have it delivered. Pathetic"
569915529496027136,0,"@united shes been rescheduled for today, but with the frigid cold, being a possible reason for ""maintenance"" it could be the same issue 2day"
569379979055796224,0,"@USAirways yes, i am as well.  **FIVE** HOURS ON HOLD, FOLKS. Can you PLEASE tell me if this is typical?! Trying to be understanding here."
570166071640133632,1,"@AmericanAir We did talk with Delta for about hour over phone, and I got a number from Delta that they asked to give to AA, which I did."
569512714961362944,0,"@united : flight delayed by 24 hours, lost my wallet, have no money to eat or sleep yet your representatives will not help.#unitedsucks"
568955060165554176,0,"Why even ask me to DM you and offer help if you ""can't do anything"" @united #terriblecustomerservice #unitedairlines http://t.co/feC4i3Vwq7"
569676304154554368,2,@AmericanAir Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!
570056874583654402,0,"@SouthwestAir disappointed in the 'service' I've received. Checked in online, checked my my flight status online, CHECKED IN AT THE AIRPORT"
569762067097501697,0,@united you have now lost my bag. Never ever flying United again #joke
568832682269888512,2,@united of course not. The inflight crew was great!
567765716527771648,0,@united  flight 441 on 2/4 was delayed over three hours because the pilot never showed up!
569306599577112577,2,@united thank you! Excited to be working with you guys!
567617486703853568,0,@united I tried 2 DM it would not go thru... not sure why
570107683027718144,0,@united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight. Getting runaround for 3 hrs. Each employee blaming  previous 1.
569723086465069056,0,@JetBlue other jfk to Boston flights went off with some delay but not this.  #epicfail
569890192338735104,0,"@AmericanAir My reservation is on hold, not me.  Wish I was on hold but that's not possible with the phone issues at #americanair"
568574014505029632,0,@united I'm confused. After your @Dulles_Airport agents directed us to go to your website after DELAYS nothing works! http://t.co/cypRHe5GOK
567738375755415552,0,@southwestair Thanks. Yes I got through. Biggest frustration is that I'm no longer able to check in online for my flight after 4 Cancelled Flights.
568436081303158784,2,@USAirways 1917. Thanks for the 5 hour layover in LA too👍 Icing on the cake. At least your staff was courteous and helpful.. Not #unreal
569212570478911489,2,@VirginAmerica Like http://t.co/VPqEm31XUQ
568780228648144896,0,"@Usairways need to learn operations. Sit a plane overnight at #gsp, and not realize there's a mech problem. Then delay flight 3 1/2 hours!"
569570644632821760,0,@united hold for 30 minutes finally got someone and they retook my form of payment and confirmed that my reservation was set. I tried to
568233937761230848,0,@SouthwestAir I fly SWA a lot - ALWAYS purchase EB and NEVER past A30... Rethinking the SWA process.  Very misleading.
569345780244312067,0,"@USAirways HELP! It says ""the payment is denied"" but my money has been taken out of my bank?  

And it says I have no trips coming up??"
569759291839803392,0,@USAirways cannot add my frequent flyer number on your website.  Can you help?
568572835666522112,1,@united in Bogota with no wallet is no fun. :-(
569662145886957568,0,@AmericanAir I understand flight Cancelled Flightation but not being able to get through to change that flight for 6 hrs is not acceptable.
568995644276383744,0,"@JetBlue flight 672 delayed from 9:30 to 11:47 now, still sitting on runway over 15 minutes so far. Air travel at its best."
567720082860949504,0,@SouthwestAir tried to rebook online but it says that I have to pay $200 for difference in price. Please help
568183785558310914,2,@JetBlue Yes That's true but they are a bit pricey I will look into it further. Love you guys.
569714755838935040,0,@SouthwestAir nbd I was able to figure out a workaround. Just wanted to help. Got my bags less than 24 hours Late Flightr. Muchas grassy ass.
569273230579478529,2,@SouthwestAir Great #BlackHistoryMonth commercial! Thx! #ATL #singer #musician #life #BlackLivesMatter
568962609375895552,2,@united Bag was finally delivered and intact. Thanks for your assistance.
568639956622512128,0,@SouthwestAir turned my non-stop flight between Laguardia/dal into a 1 stop in STL. WTH? I'm thinking some sorta comp is in order? REALLY?
569748687812845568,0,@united that's why I blame your company. Because it had every opportunity to do a job and managed to fail each time for just lazy reasons
570074976428158976,0,@AmericanAir absolutely disappointed in your lack of service. Lost my bag and can't even deliver it after I was told it would happen.
569994437390020608,1,@SouthwestAir honesty should always be the policy
567727526777073664,2,@JetBlue thank you!! Miss you all so so much!! Is this the link to the blog? Or has that changed?
569006801192161280,1,@JetBlue thanks anyways @SouthwestAir has my back! Awesome rate &amp; amazing customer service #nomoreaggravation
570039630973829120,0,@JetBlue well our plane just landed at the international terminal... so they announced the 10 pm new time.
569630885450002432,0,@AmericanAir TY Can you confirm or deny if AA953 left JFK? I want to figure out if more delays are in store. Internet giving different info.
570084337099673600,0,"@USAirways  Instead, the miles are credited to an account that i did not open
-- My request to merge the accounts is denied"
567759608643452929,0,"@SouthwestAir Buying Early Bird was pointless. You moved me to a diff flight b/c first one was delayed, so I lost my boarding position."
569535527227150336,0,@USAirways your service sucks.
569673275183386625,0,"@AmericanAir whenever I cheat on you it goes horribly wrong! I promise, I won't stray anymore. I'm talking about you @Delta!"
569942200735424512,0,"@AmericanAir, ask your new colleagues @USAirways how they handled US 728 on 21 Feb. I expect to be made whole again. Check complaint inbox."
568482840750530560,0,@SouthwestAir suggestion- shades on the windows @KCIAirport so travelers won't have to watch ur luggage handlers throwing their bags around
567726092518031360,1,“@VirginAmerica: Book out of town with fares from $59/way (+restr). http://t.co/xRdTOV7nl8 http://t.co/4Y78byAckc” @JenniferDawnPro
570076595647426560,1,@JetBlue its domestic I just wanted more of an idea so I don't get surprised.
569628922431873025,0,"@JetBlue Seriously, what is your solution? Who exactly will help my 5 year old if there's a problem with the plane? http://t.co/vPDRPLXj5a"
570280641771790336,1,@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie 😄
568971982554963969,2,@SouthwestAir is making dreams come true with their #DestinationDragons scavenger hunt! You can win a chance to see Imagine Dragons! Go!
569656756764217345,0,"@AmericanAir why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?"
567807693534031872,2,@JetBlue we don't need anybody else!
569862869241765888,0,"@AmericanAir my flight was Cancelled Flightled yesterday early afternoon, so why did you call me at 1230am and 230am to wake me up and tell me?!"
569570477410275328,1,"@united welcome to our world, that's a snow world today. @GooseBayAirport Goose Bay, Labrador, Canada. http://t.co/4kI6Xr67nk"
569599269189107712,0,@AmericanAir weather is unavoidable. Understaffing is controllable
569956564993310720,2,@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!
569970186431959040,0,@USAirways citizen. I fly your airline constantly and am so offended.  Derrick Bussey. Now Im crying on this airplane because I'm so upset
569872009380941825,0,"@united Beyond frustrated  Sked change = no seats, earlier departure and double layover.  Of course only seats are $$++.  Cust svc no help"
569709246150893568,0,@united but again UNITED DOESNT GIVE 2 SHITS ABOUT THEIR CUSTOMERS
569666477265018881,0,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!
567769787317907456,1,"@SouthwestAir we desparately need yall to make a nonstop BNA-&gt; TUL! Cmon it'll be popular. 😄 (right, @annebevi @PaulBev1  @MikeAbramson??)"
567907070269198337,2,@SouthwestAir A wonderfully nice agent in Austin helped us out. Wish I remembered her name to give proper kudos.
568815689684815873,2,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry
568108822360760320,1,@SouthwestAir Are you announcing any more winners to the #DestinationDragons @Imaginedragons  show @VelourLive in UTAH this weekend? #Lucky
568394676501217281,1,@SouthwestAir booked our flights this morning. Can't wait to move about the country.
569369390178799616,0,"@USAirways Your customer service is  non-existent/ terrible. Dozens waiting for bags not placed on our flight, no staff anywhere #neveragain"
569939532096925697,1,BLOCK ME BIKE RT @JetBlue: Our fleet's on fleek. http://t.co/2z3hGqPRSG
569030463760650241,2,@SouthwestAir had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! 😜😂 thanks
568239444500865025,2,"@united Okay, thank you for your help :)"
568161997935607808,0,@USAirways you see now that is a lie.  They auto respond with insulting email. #sucks
569357196141719552,2,@united such a relaxing space for a drink before my flight! (at @United Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk
569877658286186496,1,@SouthwestAir didn't realize no clothes until at hotel - suggestions?
569831129773027329,0,"@united why do I check in online if I still have to wait in line for an hour to ""check in"" at counter? #fuckinlame  @naia_miaa"
568550726311346177,0,@SouthwestAir Did yall get rid of the Austin to Cabo flights all together? There's zero non-stop in Aug and Sept
569602798867881985,0,.@AmericanAir I can't even get on the phone with your reservations team. The system automatically disconnects us.
569916152283041792,0,"@united e-ticket # 0162389030167, refund request # 16866853, case id # 8465981"
569904613069103104,0,"@SouthwestAir I did, but no one can find the bag and we need everything in it in the next two hours."
569598171082596352,0,@united my last call your customer service agent called me back... As he was stuck on hold to air Canada.. Just hope he's booked me a flight
568192252792541184,1,@JetBlue Airways Corporation Price Target Update - Stafford Daily http://t.co/vQmdmZaFUJ
569935692161134592,1,@AmericanAir I wrote down the evoucher number. I got rid of the voucher when I purchased air fair
569693592597323776,0,"@AmericanAir I understand. I'm feeling cranky. I called AA's bag tracker number and heard ""your bag has not been located."" 😩"
569875430951542784,0,"@SouthwestAir, you're really going to let @delta and @virginamerica get the best of you? http://t.co/vUdWJm1lYB"
568999888043638785,0,"@united sure, but 8 different texts changing time &amp; gate (especially locations across the entire concourse). That just seemed a little off."
569633036251340800,1,"@JetBlue I have someone driving me, it's best to get a wheelchair once I get inside?"
569215779830280192,0,@united Just let the employees know that good service and a kind attitude towards customers is vital in this kind of business. Thanks
569541336224927744,0,@JetBlue thanks for making my vacation not worth it again... Currently waiting on the runway for another hour to DEPLANE
569915419018067968,0,@SouthwestAir i just recieved an email from your memphis station hopefully they have my bag.
568103967185444866,2,@USAirways thanks for reaching out to me.  My Gold Div no. 2k424j0. My Flights were changed under Confirmation # DNX58V.
569724056645140480,0,"@united tried a different flight IAH-MNL 4/1/15-4/17/15, 6 flights are advertised for $1038 but are not bookable (due to partner error)."
570000250225754114,1,smh RT @JetBlue: Our fleet's on fleek. http://t.co/IRiXaIfJJX
569227342675116033,1,"@united A3 Gold. So the international baggage limit apply when booked on 1 ticket,even for a domestic leg?  What if I travel with 2 friends?"
567793072060276736,2,@USAirways Sending thanks to employee Freddie in PHL Admiral Club A East for allowing me to give a day pass to my sibling stuck there today.
569676640692752385,1,@AmericanAir I just DMed you
569957315568394242,0,@USAirways too Late Flight.
569962943980285952,0,@AmericanAir we did check before going to de airport and everything was fine. #fail
568933672033910784,2,@USAirways connection made. Thanks again this week. #daddyshome
568925054089629696,2,@SouthwestAir I will do just about anything tO GO TO THE VEGAS SHOW PLEASE MAN
568416602728890370,0,@USAirways let's say it's directly correLate Flightd to the chance of a replacement case. I know which would cost the airline less!
570015876902232064,0,"@AmericanAir Really?They closed the gate at 10:30 instead of40.I got there at 10:39. If u wudda put in my ktn like I asked, I wudda made it."
570043607954137090,0,@USAirways On hold for going on 40 minutes after spending 10 hours delayed in Denver cause of a broken plane. Thanks guys.
568456334581981184,0,@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?
569670407709544448,0,@JetBlue I've heard your new in flight tap to pay readers accept ONLY Apple Pay. I thought that was impossible &amp; certainly not EMV compliant
568606685230555136,0,@JetBlue time to reevaluate my nyc carrier.
569718465034096640,0,"@AmericanAir our ft 1261 TUS/DFW (w/cx to LGA) tomorrow Cancelled Flighted,  4 hrs so far waiting for call back. What should we do? Need to get to nyc"
569318905476476928,1,@SouthwestAir 20 passengers on this plane. I should've just grabbed my baggage and gave it its own seat.
569988839919394816,0,@united iCloud it is not there yet -- PLEASE HELP 917 703 1472
569277854950817792,0,@VirginAmerica trying to book a flight &amp; your site is down 😁
567816909816635392,2,@SouthwestAir Thanks. I'll keep checking. I'm trying to book our first Disney World vacation.
570078894008594432,0,@united it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement
568898784861814785,0,@united 4016 529557.   You going to transfer my car to me too?  Because it's at the airport you couldn't get me too...
570085837821632512,0,"@USAirways  Instead of fair treatment, I got a nasty letter from a lady in senior management that illness forfeits miles like death."
569259333197930498,0,@SouthwestAir did anyone come into work today? u should have all the pilots and flight attendants answer phones if no one is flying
567898269961101313,2,@USAirways YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏
569894295953645568,0,@USAirways Pilot pleads to let boarding begin for full flight #1937 while waiting for 4th flight attendant. Denied by mission control. Grrrr
568149201466617856,0,@united As a Million Miler I've been delayed plenty. NEVER in the amateurish way@SilverAirwsys does it. I'd be embarrassed to be affiliated.
568961404067164160,2,@JetBlue thanks for the info... Figured that was the case. Hopefully my new hashtag will change that ;) #ABCLetJetBlueStreamFeed
568555484589871105,1,@SouthwestAir Any way you can help with entry to Vegas event? My Boyfriend &amp; I have been @Imaginedragons fans since 2009. They are awesome!
570304445734629376,0,@SouthwestAir your agents were the ones who were rude and unhelpful and prompted my initial tweet. This is so easy to fix.
569601332040089600,1,@AmericanAir how realistic is it to make an 80 minute domestic to international transfer at JFK for a non US citizen?
569235825680105472,1,@JetBlue Can I bring a compact folding chair like this in a checked bag? http://t.co/9nivw9ftZw
569876015834484736,2,@AmericanAir although there was a 6 hour delay every single staff member from the ticket desk to the admirals club in was as sweet as pie
570157409458642944,0,@usairways I will make sure to never use your incompetent airlines again. My luggage has been out for delivery for 24 hours.
568881593395208192,1,@united need to add service dog to my itinerary for tomorrow
569591765793165312,0,@AmericanAir I understand the weather issue but you can't expect passengers to wait 24 hours inside airports for whatever reason. Outrageous
569260955953176578,0,"@JetBlue I now learned that customer service at SXM works for the airport, not JetBlue. They need a supervisor to do anything."
568442952176918528,0,"@USAirways of course! ""Yeah, travel has gotten harder. Ask other passengers if they will switch"" it's not the fact, it's the attitude!"
570015279654293505,0,@AmericanAir stuck on the tarmac in CLT because the our gate is not open. Hope I don't miss my connection.... #logistics #AmericanView
569981026598043648,1,@USAirways direct flights to SFO leaving from same airport with @VirginAmerica and @united - can you please put me on one of those?
568558728263254017,0,"@united  Your survey is too long.  I fly a lot of segments and I'll fill it out after every trip, but not if it takes more than a minute."
569019132978405376,0,@SouthwestAir how often are airplane seats/tray tables cleaned and sanitized? rather have air purifier and clean seats than #wifi 😷😱
569625456816709633,0,"@AmericanAir that's unacceptable. They should allow me to wait on hold, or take my number and call me themselves."
569365818229829632,0,@JetBlue I'm curious to know how do you compensate for passengers missing engagements due to a two hour wait on the tar-mat to get to a gate
570095172303900672,0,"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket."
568815263900180480,2,@united thnx!
570034301774884865,2,@SouthwestAir beyond ready
569526294477725697,1,@united how are conditions in BOS today? I'm in UA994. Everything appears to be in time but I wanted to check.
568165339290169344,0,"@united Midland couldn't get our bags to connect on our Intl flight to Sydney, so have to get em in LA &amp; check em in there."
570099716379316224,0,"@AmericanAir arrived +-10pm eastern. Had to deplane on the CRJs airstairs to an icy Tarmac. Valet bags sent to carousel, so it was 10:20pm."
569866337427664897,1,@united Lisa J is amazing the guy not so much.
569109515657826304,2,"@JetBlue ah no the staff was perfect this morning at JFK, more sleep for me!! :)"
568265475114663936,0,@united My flying United is over...sorry. The Captain still had 20 minutes of pre-flight preparations to make while we sat with no air!
569641693726842880,1,@AmericanAir check your dm pls
570303399276761088,2,@SouthwestAir thank you so much completely made things right!
569625739231948800,2,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015
569388156031799297,0,@USAirways No US Air ppl anywhere in PHL directed stranded pax. Kudos to the PHL employees getting off work at midnight. Only help we got.
569538840735703040,0,@JetBlue Thanks for the THIRD gate change http://t.co/UfBdr5AxeO
568611700674584576,0,"@SouthwestAir We should be landing at RIC right now, but haven't even left ATL. Should have picked Delta maybe?"
569703468736376832,0,"@USAirways - you kind of screwed my day up, at least it was outbound, but you did save it by stranding me in a @RenHotels @MarriottRewards"
569602069335838720,0,"@AmericanAir Cool, a canned response. Nah, I think I'll keep tweeting at everyone who mentions AA on Twitter. You could DM me, though."
568061117429231616,0,. @united you know your updates every 6 hours telling me you don't know where my bags are is also equally irritating. #ColtsMissingBags
570285610176532480,1,@united that's right- with an overnight Miami.
568448023845572608,1,@JetBlue yes he and all the princesses. Trying to get to the #glassslipperchallenge at WDW.
567864939349557248,1,@united #UnitedAirlines wont wait 10min for fam w 2yr old connecting. flight leaves early instead for airport that is planes last stop today
567924953976152064,0,@united I want my bags. There is vital equipment in there. You are royally screwing me. I'm cranky and want an update.
569620902742233088,1,@united I do not see where it talks about military baggage fees. Can you please guide me. Thanks
567728698900488192,1,@SouthwestAir sent
569816394180788224,0,"@united flight landed 13 hours ago, 2 more flights CMH-IAD last night and still no bag..could have driven it from CMH"
570182972554371072,0,@AmericanAir I'm flying into DCA my bag is at IAD.  I am already Late Flight for my meetings at work.  I will call the number when I land 😭
569942287318458369,2,@AmericanAir Kudos to the crew of Flt 167 today. Specially to Carlton. Loved your new 767-300. Keep up the good work AA!
568144589162287105,0,@united What's up with the reduction in E+ on 737-900s? 1K who can no longer confirm E+.  Forget upgrades - just want legroom. #unitedfail
569640193931612160,0,@JetBlue Flight 136 departs 2:14 AM  Finally!!!  Arrived JFK with no psgrs at 5:39 PM.  That's a long flight. AKA BUS http://t.co/KfKjF1ZtGi
567721299162968065,0,@SouthwestAir Cancelled Flightled my flight out of BNA today. Been on hold for an hour. 😠 #frustrated!
568929652003217409,2,@SouthwestAir Great trip on 2672 yesterday - outstanding flight attendants
569815545077501952,0,@AmericanAir Your rubbish at Social Media! In the air two hours Late Flight but that's better than being Cancelled Flightled!
567855926486667265,0,"@united I'm on one of your 757-300 between JFK and LAX.When r u upgrading planes?Plane has no Screens,lousy seats And that's in UnitedFirst."
570305234838429696,0,"@AmericanAir I sure hope you all can fix @USAirways. Good luck, their service sucks. #nexttimeiwillflysouthwest"
569647597666889728,0,"@USAirways holding your passengers hostage during your computer crash is not customer friendly, let us off the plane or get us moving"
569902028719173632,2,@united The DEN b44 agent (9:30am) was amazing. The MPAgent at check in? She sucks. @seanMFmadden @PeterStraubMMA @jmercadoMMA @TonySimsMMA
569357781402308608,0,@united I'm extremely disappointed w my service for this trip as a #United #MileagePlus Explorer Card holder.
569926909515034624,1,Okay. RT @JetBlue: Our fleet's on fleek. http://t.co/6H5uEZH4cv
568956596862066688,1,"@SouthwestAir I think that flight was supposed to go to Houston as well, in case someone could check that?"
570077431484121088,1,@AmericanAir With snow/ice forecast DFW Tu pm-We am what is change policy on reservations we hold Wed morning? Any leeway??
569852084536750080,0,"@AmericanAir  so far all I am getting is ""maybe your bag will come today. We don't know."" Website says ""status unknown""- can you help?"
569531018643955712,1,@SouthwestAir flying flight 3130 tonight at 7:20 from PBI- I have boarding position C-42. Is it overbooked? Really don't want to be bumped!
569671468369338368,0,@united I'm on UA1118 and my direct tv isn't working.  How do I avoid this in future?
570289521113366531,0,@SouthwestAir oh look you just delayed our flight an additional half hour now arriving at 6 officially five hours after planned. 😡😡😡😡😤😤😤
569503512968572928,1,@SouthwestAir can you follow for quick DM?
570069262586540032,0,@AmericanAir unable to access the website.  Will try again.
569627273407569920,0,@JetBlue so the prefference option is not something that you honor? So why having it as one of the services if not applied?
568272841780682752,1,@united flight...gotta make this connector
567800930683609088,0,@united thanks for your attention. I would actually like to make a specific complaint about customer service at DCA. What is my best option?
569161583718473728,0,"@SouthwestAir customer svc worse than the #WinterWeather !  Flight Cancelled Flighted, website malfunction, on hold for &gt;1:34. http://t.co/PgwUkrpMOx"
570115532906569729,2,@AmericanAir Thx! I hope so. IAH to DFW to OKC has turned out to be a LONG trip today and I have to work tomorrow.
568319110779514880,2,@SouthwestAir Thx Ops Agt Rich Westagard n Flight Att. Nancy @ DEN Airport.Held flight 1027 n even saved seat 4 Bus Select #CustomersFirst!
570104913390206976,0,"@united yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!"
568696518665998336,0,@united they have access to the dial that makes it faster do they?
567690417265975296,1,@JetBlue really caring??
569867607341436928,0,@AmericanAir I've tried ten times now last night and this morning...how many times should I try? Have meetings to make tonight in ATX.
570307312675651585,2,"@AmericanAir Believe me, I understand. Flight #2955. Was originally booked for Sunday. Flight was Cancelled Flighted and rescheduled for today."
569525974284558338,1,@JetBlue flight16?
569017194564096000,0,@SouthwestAir I lost my luggage. My birthday wish is to find my luggage.
569738245237395456,0,@united I just checked my united app and the most valuable use of this app has been removed. I can no longer see the status of my equipment?
570057784114302977,0,"@AmericanAir If it's in my backpack, why do I need to see agent?"
569970853334650880,1,@USAirways and I would have been willing to give him the benefit of the doubt and say we misunderstood each other until he went on a
570061827100422144,0,@usairways that wasn't the issue. Someone finally helped on the phone. Now theres a website error that won't let me process my request. SMH
569837273828732928,0,@united no they did not want to deliver at my house. Had to go to sombrons else house
569248843532886016,2,@united the upgrade to first class was a nice way to fix your earlier mistake. Thank you!
